billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;sea_raiders;billy_halop;actedin;the_angels_wash_their_faces;billy_halop;actedin;on_dress_parade;billy_halop;actedin;crime_school;11.186905;1;15.006285;1;11.876717;20;19.958096056449026;3.1423304080963135
nicole_barnhart;isaffiliatedto;united_states_women's_national_soccer_team;nicole_barnhart;isaffiliatedto;california_storm;nicole_barnhart;hasgender;female;nicole_barnhart;isaffiliatedto;fc_gold_pride;nicole_barnhart;isaffiliatedto;fc_kansas_city;10.029223;1;16.26185;1;15.864861;4;3.597964218229786;3.1516356468200684
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;playsfor;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;14.46683;4;3.870372663164751;3.1449012756347656
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;hasgender;male;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;15.886188;3;2.61890438083098;3.1884918212890625
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;diedin;montevideo;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;16.083002;3;2.5715274743002206;3.171720266342163
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;héctor_scarone;playsfor;inter_milan;8.999434;1;16.371088;1;15.940655;3;2.605977125351365;3.1620616912841797
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;wasbornin;montevideo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;16.051348;3;2.5792609588465414;3.1631922721862793
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;fc_barcelona;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;16.299583;2;1.5178685355261625;3.1657752990722656
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;playsfor;club_nacional_de_football;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;15.852698;3;2.6267711477171902;3.1711974143981934
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;playsfor;fc_barcelona;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;16.255596;4;3.528840916319676;3.1677961349487305
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;playsfor;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;16.380737;3;2.4975876995337694;3.173712968826294
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;isaffiliatedto;millonarios_fútbol_club;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;16.980867;2;1.3521095310056879;3.163421154022217
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;playsfor;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;hasgender;male;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;8.999434;1;16.371088;1;14.04883;3;2.9107037367483595;3.2102174758911133
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;playsfor;uruguay_national_football_team;héctor_scarone;hasgender;male;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;héctor_scarone;isaffiliatedto;inter_milan;8.999434;1;16.371088;1;14.303441;3;2.887718639834832;3.211272954940796
héctor_scarone;isaffiliatedto;uruguay_national_football_team;héctor_scarone;playsfor;uruguay_national_football_team;héctor_scarone;isaffiliatedto;club_nacional_de_football;héctor_scarone;diedin;montevideo;héctor_scarone;isaffiliatedto;u.s._città_di_palermo;8.999434;1;16.371088;1;14.057083;3;2.9100302958563042;3.171938180923462
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;vasas_sc;attila_polonkai;isaffiliatedto;újpest_fc;attila_polonkai;playsfor;puskás_akadémia_fc;9.833276;1;16.651922;1;13.57204;6;5.956055253384941;3.1679418087005615
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;hungary_national_under-21_football_team;attila_polonkai;isaffiliatedto;újpest_fc;attila_polonkai;playsfor;puskás_akadémia_fc;9.833276;1;16.651922;1;13.75601;5;4.947643990575106;3.168766736984253
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;bvsc_budapest;attila_polonkai;isaffiliatedto;újpest_fc;attila_polonkai;playsfor;puskás_akadémia_fc;9.833276;1;16.651922;1;13.72598;6;5.949114064704041;3.160862445831299
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;wasbornin;budapest;attila_polonkai;isaffiliatedto;újpest_fc;attila_polonkai;playsfor;puskás_akadémia_fc;9.833276;1;16.651922;1;13.837348;5;4.943458326350539;3.1656062602996826
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;hungary_national_under-21_football_team;attila_polonkai;isaffiliatedto;vasas_sc;attila_polonkai;isaffiliatedto;újpest_fc;9.833276;1;16.651922;1;13.742775;5;4.948296770792785;3.165900468826294
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;bvsc_budapest;attila_polonkai;isaffiliatedto;vasas_sc;attila_polonkai;isaffiliatedto;újpest_fc;9.833276;1;16.651922;1;13.775352;7;6.946676015712427;3.169124126434326
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;playsfor;szolnoki_máv_fc;attila_polonkai;isaffiliatedto;újpest_fc;attila_polonkai;playsfor;puskás_akadémia_fc;9.833276;1;16.651922;1;13.917393;4;3.9390336645011383;3.171184539794922
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;újpest_fc;attila_polonkai;playsfor;puskás_akadémia_fc;attila_polonkai;isaffiliatedto;rákospalotai_eac;9.833276;1;16.651922;1;13.927091;5;4.938476094733602;3.171273946762085
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;wasbornin;budapest;attila_polonkai;isaffiliatedto;vasas_sc;attila_polonkai;isaffiliatedto;újpest_fc;9.833276;1;16.651922;1;13.920718;5;4.938843005455005;3.1714351177215576
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;hungary_national_football_team;attila_polonkai;isaffiliatedto;újpest_fc;attila_polonkai;playsfor;puskás_akadémia_fc;9.833276;1;16.651922;1;13.660806;5;4.952171183682923;3.1707284450531006
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;vasas_sc;attila_polonkai;playsfor;szolnoki_máv_fc;attila_polonkai;isaffiliatedto;újpest_fc;9.833276;1;16.651922;1;14.010445;5;4.933483769144599;3.166360855102539
attila_polonkai;isaffiliatedto;videoton_fc;attila_polonkai;playsfor;videoton_fc;attila_polonkai;isaffiliatedto;vasas_sc;attila_polonkai;isaffiliatedto;újpest_fc;attila_polonkai;isaffiliatedto;rákospalotai_eac;9.833276;1;16.651922;1;13.940817;6;5.937678773343992;3.168400287628174
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-19-junioren);9.501044;1;17.16282;1;13.258513;5;4.980243285157294;3.181448459625244
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;fc_schalke_04_ii;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;13.383892;5;4.97766317957778;3.1925251483917236
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-20-männer);markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;13.559593;5;4.973486440516095;3.1920204162597656
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;wasbornin;essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;12.633993;4;3.989321929826276;3.1725778579711914
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-17-junioren);9.501044;1;17.16282;1;13.440008;5;4.976404309265954;3.169727325439453
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;fc_schalke_04;9.501044;1;17.16282;1;13.297476;5;4.979474435936718;3.171543598175049
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;playsfor;fc_schalke_04;9.501044;1;17.16282;1;13.542684;4;3.9739194103865025;3.174894094467163
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;wuppertaler_sv;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;13.5500765;5;4.973730968878036;3.1789658069610596
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;isaffiliatedto;fc_schalke_04_ii;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-19-junioren);9.501044;1;17.16282;1;13.372975;6;5.97790033843106;3.15811824798584
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;playsfor;wuppertaler_sv;9.501044;1;17.16282;1;13.541486;4;3.9739498180909987;3.175680160522461
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-20-männer);markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-19-junioren);9.501044;1;17.16282;1;13.733289;4;3.968614845164554;3.160792827606201
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;wasbornin;essen;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-19-junioren);9.501044;1;17.16282;1;12.752148;5;4.987998779879497;3.1557583808898926
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-17-junioren);markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-19-junioren);9.501044;1;17.16282;1;13.578378;4;3.972997264427992;3.1572937965393066
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;isaffiliatedto;fc_schalke_04_ii;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-20-männer);markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;13.680739;6;5.970173608567631;3.1686275005340576
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;fc_schalke_04;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-19-junioren);9.501044;1;17.16282;1;13.297241;6;5.9794791519448856;3.159970998764038
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;playsfor;fc_schalke_04_ii;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;13.607642;4;3.9722176464915164;3.1903231143951416
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;wasbornin;essen;markus_heppke;isaffiliatedto;fc_schalke_04_ii;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;12.685806;5;4.988760464022397;3.1589274406433105
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;isaffiliatedto;fc_schalke_04_ii;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-17-junioren);9.501044;1;17.16282;1;13.559339;6;5.973493011901389;3.1649398803710938
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;wasbornin;essen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-20-männer);markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;13.069695;5;4.983586886244813;3.159543752670288
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-20-männer);markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;de/deutsche_fußballnationalmannschaft_(u-17-junioren);9.501044;1;17.16282;1;13.855948;3;2.9646638223353134;3.160890817642212
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;isaffiliatedto;fc_schalke_04_ii;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;fc_schalke_04;9.501044;1;17.16282;1;13.400909;6;5.977288519891417;3.1557352542877197
markus_heppke;isaffiliatedto;rot-weiss_essen;markus_heppke;playsfor;rot-weiss_essen;markus_heppke;hasgender;male;markus_heppke;playsfor;rot-weiß_oberhausen;markus_heppke;isaffiliatedto;rot-weiß_oberhausen;9.501044;1;17.16282;1;13.270733;3;2.980005245036656;3.2059900760650635
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;club_nacional_de_football;9.972734;1;15.917468;1;15.57172;5;4.585586088963154;3.3910012245178223
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;15.683432;5;4.55824350586692;3.3912353515625
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;15.730963;5;4.546491642805421;3.3899545669555664
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;15.695296;5;4.555315599936733;3.3982248306274414
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;15.778225;5;4.53475464581644;3.3922274112701416
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;club_nacional_de_football;9.972734;1;15.917468;1;12.98018;4;3.949659246966452;3.3873934745788574
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;club_nacional_de_football;9.972734;1;15.917468;1;13.093777;4;3.9439427150726045;3.3961024284362793
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;rampla_juniors;9.972734;1;15.917468;1;13.046871;4;3.9463736483511656;3.3933730125427246
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;club_nacional_de_football;9.972734;1;15.917468;1;13.208996;4;3.937524724972705;3.393264055252075
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;13.154606;4;3.940635661906162;3.3897130489349365
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;13.059251;4;3.9457418913056133;3.388045072555542
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;13.251956;4;3.9349606568993574;3.3925890922546387
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;13.260592;4;3.934433502562106;3.3907570838928223
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;13.374611;4;3.927092184996889;3.396641254425049
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;playsfor;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;rampla_juniors;césar_pellegrín;isaffiliatedto;el_tanque_sisley;9.972734;1;15.917468;1;13.353069;4;3.92853490110269;3.3962502479553223
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;hasgender;male;césar_pellegrín;isaffiliatedto;club_nacional_de_football;9.972734;1;15.917468;1;15.480436;4;3.607551528385182;3.4401979446411133
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;uruguay_national_football_team;9.972734;1;15.917468;1;15.403429;5;4.625752841292026;3.3963825702667236
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;juventus_f.c.;9.972734;1;15.917468;1;15.555692;4;3.589470370654543;3.3876404762268066
césar_pellegrín;isaffiliatedto;deportivo_maldonado;césar_pellegrín;isaffiliatedto;central_español;césar_pellegrín;isaffiliatedto;danubio_f.c.;césar_pellegrín;isaffiliatedto;club_nacional_de_football;césar_pellegrín;isaffiliatedto;rops;9.972734;1;15.917468;1;15.568954;4;3.586257085221391;3.3989486694335938
darnell_mee;isaffiliatedto;continental_basketball_association;darnell_mee;isaffiliatedto;yakima_sun_kings;darnell_mee;isaffiliatedto;lega_basket_serie_a;darnell_mee;isaffiliatedto;lnb_pro_a;darnell_mee;isaffiliatedto;national_basketball_league_(australia);8.506542;1;15.717556;1;12.826892;9;8.947382995793227;3.162630796432495
darnell_mee;isaffiliatedto;continental_basketball_association;darnell_mee;isaffiliatedto;yakima_sun_kings;darnell_mee;hasgender;male;darnell_mee;isaffiliatedto;lega_basket_serie_a;darnell_mee;isaffiliatedto;national_basketball_league_(australia);8.506542;1;15.717556;1;13.539897;13;12.898225268345353;3.185643196105957
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;playsfor;f.c._tokyo;tetsuya_asano;hasgender;male;tetsuya_asano;playsfor;japan_national_football_team;9.842434;1;16.940777;1;10.469904;6;5.9984545181748965;3.156371593475342
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;hasgender;male;tetsuya_asano;playsfor;japan_national_football_team;tetsuya_asano;isaffiliatedto;urawa_red_diamonds;9.842434;1;16.940777;1;10.07688;9;8.998956255612857;3.154529333114624
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;hasgender;male;tetsuya_asano;playsfor;japan_national_football_team;tetsuya_asano;isaffiliatedto;kawasaki_frontale;9.842434;1;16.940777;1;10.176117;9;8.998847489942326;3.1639556884765625
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;hasgender;male;tetsuya_asano;playsfor;japan_national_football_team;tetsuya_asano;playsfor;urawa_red_diamonds;9.842434;1;16.940777;1;10.308738;9;8.998684259530226;3.15716290473938
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;hasgender;male;tetsuya_asano;playsfor;japan_national_football_team;tetsuya_asano;isaffiliatedto;f.c._tokyo;9.842434;1;16.940777;1;10.571228;7;6.998289997188203;3.15779447555542
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;hasgender;male;tetsuya_asano;playsfor;japan_national_football_team;tetsuya_asano;playsfor;kawasaki_frontale;9.842434;1;16.940777;1;10.735181;7;6.9979859588284805;3.1647965908050537
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;playsfor;f.c._tokyo;tetsuya_asano;hasgender;male;tetsuya_asano;isaffiliatedto;urawa_red_diamonds;9.842434;1;16.940777;1;11.42282;6;5.996002006786015;3.158599615097046
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;playsfor;f.c._tokyo;tetsuya_asano;hasgender;male;tetsuya_asano;isaffiliatedto;kawasaki_frontale;9.842434;1;16.940777;1;11.466872;6;5.995822702016726;3.1583521366119385
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;hasgender;male;tetsuya_asano;isaffiliatedto;kawasaki_frontale;tetsuya_asano;isaffiliatedto;urawa_red_diamonds;9.842434;1;16.940777;1;11.278452;8;7.996537600084957;3.1424055099487305
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;playsfor;f.c._tokyo;tetsuya_asano;hasgender;male;tetsuya_asano;playsfor;urawa_red_diamonds;9.842434;1;16.940777;1;11.647692;6;5.9949989067419684;3.149075984954834
tetsuya_asano;isaffiliatedto;nagoya_grampus;tetsuya_asano;playsfor;nagoya_grampus;tetsuya_asano;hasgender;male;tetsuya_asano;playsfor;urawa_red_diamonds;tetsuya_asano;isaffiliatedto;urawa_red_diamonds;9.842434;1;16.940777;1;10.914766;6;5.997590708869452;3.1676790714263916
dado_pršo;isaffiliatedto;nk_pazinka;dado_pršo;isaffiliatedto;croatia_national_football_team;dado_pršo;isaffiliatedto;a.c._ajaccio;dado_pršo;isaffiliatedto;nk_zadar;dado_pršo;isaffiliatedto;a.s._monaco_f.c.;9.456433;1;15.745516;1;15.669979;4;3.518875207987174;3.372016668319702
dado_pršo;isaffiliatedto;nk_pazinka;dado_pršo;isaffiliatedto;hnk_hajduk_split;dado_pršo;isaffiliatedto;a.c._ajaccio;dado_pršo;isaffiliatedto;nk_zadar;dado_pršo;isaffiliatedto;a.s._monaco_f.c.;9.456433;1;15.745516;1;15.667311;5;4.519541318553493;3.379361152648926
dado_pršo;isaffiliatedto;nk_pazinka;dado_pršo;isaffiliatedto;croatia_national_football_team;dado_pršo;isaffiliatedto;hnk_hajduk_split;dado_pršo;isaffiliatedto;a.c._ajaccio;dado_pršo;isaffiliatedto;a.s._monaco_f.c.;9.456433;1;15.745516;1;15.728518;5;4.504249470433561;3.381150960922241
dado_pršo;isaffiliatedto;nk_pazinka;dado_pršo;isaffiliatedto;croatia_national_football_team;dado_pršo;isaffiliatedto;hnk_hajduk_split;dado_pršo;isaffiliatedto;nk_zadar;dado_pršo;isaffiliatedto;a.s._monaco_f.c.;9.456433;1;15.745516;1;15.775658;5;4.492465112852827;3.3761398792266846
