mickey_daniels;actedin;the_big_show_(1923_film);mickey_daniels;actedin;a_quiet_street;mickey_daniels;actedin;july_days_(film);mickey_daniels;actedin;stage_fright_(1923_film);mickey_daniels;actedin;the_champeen;0.7477171;1;0.98366666;2;0.7390029;7;5.560862641227171;3.8032524585723877
patrick_mayo;playsfor;bay_united_f.c.;patrick_mayo;isaffiliatedto;bay_united_f.c.;patrick_mayo;playsfor;bush_bucks_f.c._(1957);patrick_mayo;playsfor;thanda_royal_zulu_f.c.;patrick_mayo;playsfor;south_africa_national_football_team;0.768306;1;0.97065735;2;0.21713096;7;5.679946595820784;3.2230100631713867
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;abraham_adrian_albert;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;hasacademicadvisor;e._h._moore;leonard_eugene_dickson;wasbornin;independence_iowa;0.9911669;1;0.9974227;2;0.29124272;2;0.6695565254730789;3.170722007751465
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;leonard_eugene_dickson;hasacademicadvisor;e._h._moore;alexander_oppenheim;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;wasbornin;independence_iowa;0.9911669;1;0.9974227;2;0.41012564;2;0.642744730747413;3.1676788330078125
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;leonard_eugene_dickson;hasacademicadvisor;e._h._moore;leonard_eugene_dickson;wasbornin;independence_iowa;leonard_eugene_dickson;haswonprize;newcomb_cleveland_prize;0.9911669;1;0.9974227;2;0.41233218;3;1.642237891399111;3.3030622005462646
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;leonard_eugene_dickson;iscitizenof;united_states;leonard_eugene_dickson;hasacademicadvisor;e._h._moore;leonard_eugene_dickson;wasbornin;independence_iowa;0.9911669;1;0.9974227;2;0.1454623;4;2.700978223668952;3.308979034423828
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;leonard_eugene_dickson;hasacademicadvisor;e._h._moore;leonard_eugene_dickson;wasbornin;independence_iowa;leonard_eugene_dickson;hasgender;male;0.9911669;1;0.9974227;2;0.79701376;2;0.5499352135734146;3.36006236076355
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;leonard_eugene_dickson;hasacademicadvisor;e._h._moore;leonard_eugene_dickson;diedin;harlingen_texas;leonard_eugene_dickson;wasbornin;independence_iowa;0.9911669;1;0.9974227;2;0.8746645;2;0.530651070532088;3.300751209259033
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;abraham_adrian_albert;hasacademicadvisor;leonard_eugene_dickson;alexander_oppenheim;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;wasbornin;independence_iowa;0.9911669;1;0.9974227;2;0.9291279;2;0.5170670726457213;3.288198232650757
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;abraham_adrian_albert;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;wasbornin;independence_iowa;leonard_eugene_dickson;haswonprize;newcomb_cleveland_prize;0.9911669;1;0.9974227;2;0.8931269;2;0.5260503380399663;3.273944139480591
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;leonard_eugene_dickson;iscitizenof;united_states;abraham_adrian_albert;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;wasbornin;independence_iowa;0.9911669;1;0.9974227;2;0.86541295;2;0.532954592920981;3.1099319458007812
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;abraham_adrian_albert;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;hasacademicadvisor;e._h._moore;alexander_oppenheim;hasacademicadvisor;leonard_eugene_dickson;0.9911669;1;0.9974227;2;0.48240033;3;1.6259831015616713;3.060171127319336
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;abraham_adrian_albert;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;wasbornin;independence_iowa;leonard_eugene_dickson;hasgender;male;0.9911669;1;0.9974227;2;0.90144265;2;0.5239766084882496;3.085925579071045
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;abraham_adrian_albert;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;diedin;harlingen_texas;leonard_eugene_dickson;wasbornin;independence_iowa;0.9911669;1;0.9974227;2;0.78681237;2;0.5524588173432814;3.0152387619018555
leonard_eugene_dickson;worksat;university_of_chicago;leonard_eugene_dickson;graduatedfrom;university_of_chicago;abraham_adrian_albert;hasacademicadvisor;leonard_eugene_dickson;leonard_eugene_dickson;hasacademicadvisor;e._h._moore;leonard_eugene_dickson;haswonprize;newcomb_cleveland_prize;0.9911669;1;0.9974227;2;0.7947257;2;0.5505014542109745;3.0007383823394775
