camille_oponga;playsfor;red_star_f.c.;camille_oponga;isaffiliatedto;red_star_f.c.;camille_oponga;playsfor;es_viry-châtillon;camille_oponga;playsfor;pau_fc;camille_oponga;playsfor;as_cannes;9.867278;1;16.245335;1;12.49638;6;5.976999153655828;3.186861515045166
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.2888155;5;4.928105282837067;3.40116548538208
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.287695;5;4.928180017803191;3.4007904529571533
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;9.754206;1;14.846758;1;12.430639;5;4.918048199751618;3.401036500930786
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.338381;5;4.924727001472028;3.4007010459899902
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.516023;5;4.91139072827733;3.403775691986084
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.381957;5;4.921637092092933;3.4027979373931885
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.301642;5;4.927244681514806;3.4022231101989746
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.503225;5;4.912418786422996;3.4029273986816406
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.338541;5;4.924715848472667;3.402271270751953
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.352772;5;4.923719148475529;3.4029226303100586
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.242829;5;4.931113987913215;3.403330087661743
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.468278;5;4.915171503836124;3.4033122062683105
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.616141;5;4.902965395574355;3.4012601375579834
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.593804;5;4.904904996168733;3.4015188217163086
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.539721;5;4.9094581949323715;3.403273820877075
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.509754;5;4.911895654069322;3.4016664028167725
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.537748;5;4.9096204625291;3.40229868888855
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.589356;5;4.905287061070025;3.4032881259918213
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.552935;5;4.908364188987907;3.4015719890594482
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.496978;5;4.912916745774684;3.401193141937256
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.574565;5;4.906547738287069;3.402439594268799
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.633731;5;4.901413255524179;3.402294158935547
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.64773;5;4.900162192356555;3.397953987121582
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.705677;5;4.894832370471899;3.3940093517303467
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.54717;5;4.9088429284286885;3.395890235900879
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.599343;5;4.904427289423712;3.396390676498413
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.638518;5;4.900986989376281;3.3966636657714844
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.558076;5;4.9079353379608746;3.397570848464966
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.713934;5;4.894052796880272;3.3962934017181396
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.841211;5;4.881378203335501;3.397968053817749
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;13.795089;5;4.741095287354714;3.3971571922302246
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;13.883313;5;4.723810963049786;3.396531820297241
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.246584;1;0.6415500147544648;3.1785595417022705
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;8.148854;1;0.8428817130987629;3.1782705783843994
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;8.831107;1;9.828682;1;8.6624975;1;0.762454640340275;3.17720890045166
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;hartlepool_united_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.117793;1;0.6705975361963116;3.1776976585388184
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;hartlepool_united_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;8.831107;1;9.828682;1;8.789331;1;0.7387246670422941;3.1771676540374756
gary_strodder;hasgender;male;gary_strodder;isaffiliatedto;hartlepool_united_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.209853;1;0.6499521245474776;3.1767232418060303
gary_strodder;hasgender;male;gary_strodder;isaffiliatedto;hartlepool_united_f.c.;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;8.831107;1;9.828682;1;9.109194;1;0.6724942929127696;3.1770453453063965
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;hartlepool_united_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;8.831107;1;9.828682;1;8.528452;1;0.7858736935375685;3.178147077560425
gary_strodder;hasgender;male;gary_strodder;isaffiliatedto;hartlepool_united_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;8.831107;1;9.828682;1;9.074329;1;0.6801263617303581;3.1754884719848633
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;8.265003;1;0.8268805948423478;3.1770682334899902
gary_strodder;hasgender;male;gary_strodder;isaffiliatedto;hartlepool_united_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;hartlepool_united_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;8.831107;1;9.828682;1;8.9378;1;0.7090720576393982;3.176644802093506
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;lincoln_city_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.369142;1;0.6129051327834407;3.177025318145752
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;lincoln_city_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.253099;1;0.6400503084604491;3.1769847869873047
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;lincoln_city_f.c.;8.831107;1;9.828682;1;9.213874;1;0.6490368090042727;3.178429365158081
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;lincoln_city_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;8.831107;1;9.828682;1;8.877729;1;0.7213066991293583;3.1774773597717285
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;lincoln_city_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;8.831107;1;9.828682;1;9.122729;1;0.6695062261710802;3.178260087966919
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;hartlepool_united_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.169995;1;0.6589652981882526;3.1781485080718994
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;lincoln_city_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;8.831107;1;9.828682;1;8.723001;1;0.7513231181732904;3.177542209625244
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;playsfor;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;a.s._livorno_calcio;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;12.158203;6;5.993408342658022;3.1777877807617188
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;actedin;the_wrong_guys;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;9.8268585;3;2.996263154595355;3.4395687580108643
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;in_the_electric_mist;9.467832;1;15.412628;1;9.939266;3;2.9958204441064207;3.4393210411071777
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;actedin;bringing_out_the_dead;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;9.889213;3;2.9960236851547632;3.4382119178771973
john_goodman;haswonprize;primetime_emmy_award;john_goodman;actedin;kronk's_new_groove;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;9.830996;3;2.9962477212255365;3.438528537750244
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;actedin;the_flintstones_(film);john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;9.727292;3;2.9966160978511165;3.4408600330352783
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;actedin;everybody's_all-american_(film);john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;9.921477;3;2.9958938337665204;3.436262369155884
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;actedin;o_brother_where_art_thou?;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;9.923393;3;2.9958859914876816;3.4349870681762695
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;stella_(1990_film);9.467832;1;15.412628;1;9.796518;3;2.9963744236590073;3.4343948364257812
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;actedin;confessions_of_a_shopaholic_(film);john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;10.040417;3;2.9953776153875493;3.434596538543701
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;always_(1989_film);9.467832;1;15.412628;1;10.021547;3;2.995463627293482;3.4341635704040527
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;speed_racer_(film);9.467832;1;15.412628;1;10.058162;3;2.995295248352403;3.434859275817871
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;wasbornin;st._louis;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;10.192334;3;2.9946233252911783;3.4346470832824707
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;actedin;the_jungle_book_2;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;10.1100855;3;2.995045748839185;3.4358139038085938
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;revenge_of_the_nerds;9.467832;1;15.412628;1;10.181047;3;2.994683348385517;3.4365737438201904
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;the_jack_bull;9.467832;1;15.412628;1;10.217405;3;2.9944875743714947;3.435455083847046
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;death_sentence_(2007_film);9.467832;1;15.412628;1;10.307933;3;2.993968413310765;3.4380955696105957
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;actedin;coyote_ugly_(film);john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;10.27321;3;2.9941730559279573;3.438189744949341
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;the_wrong_guys;john_goodman;haswonprize;emmy_award;john_goodman;actedin;in_the_electric_mist;9.467832;1;15.412628;1;11.544983;2;1.9795206300546087;3.4401490688323975
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;bringing_out_the_dead;john_goodman;actedin;the_wrong_guys;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.557177;3;2.9792745896808244;3.4382808208465576
john_goodman;haswonprize;primetime_emmy_award;john_goodman;actedin;kronk's_new_groove;john_goodman;hasgender;male;john_goodman;actedin;the_wrong_guys;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.453414;3;2.981279060184247;3.4370882511138916
john_goodman;haswonprize;primetime_emmy_award;john_goodman;actedin;the_flintstones_(film);john_goodman;hasgender;male;john_goodman;actedin;the_wrong_guys;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.441022;3;2.9815053552843525;3.437527656555176
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;the_wrong_guys;john_goodman;actedin;everybody's_all-american_(film);john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.588601;3;2.9786271032367884;3.437387704849243
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;the_wrong_guys;john_goodman;actedin;o_brother_where_art_thou?;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.59802;3;2.978429214638852;3.4380476474761963
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;the_wrong_guys;john_goodman;haswonprize;emmy_award;john_goodman;actedin;stella_(1990_film);9.467832;1;15.412628;1;11.53594;3;2.9797012427032987;3.4374165534973145
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;bringing_out_the_dead;john_goodman;haswonprize;emmy_award;john_goodman;actedin;in_the_electric_mist;9.467832;1;15.412628;1;11.646332;2;1.9773856443489557;3.4379265308380127
john_goodman;haswonprize;primetime_emmy_award;john_goodman;actedin;kronk's_new_groove;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;in_the_electric_mist;9.467832;1;15.412628;1;11.561763;2;1.9791813034858219;3.435227870941162
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);hasgender;male;jukka_koskinen_(footballer);isaffiliatedto;finland_national_football_team;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.259672;3;2.9840285399291244;3.211045026779175
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;finland_national_football_team;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);jukka_koskinen_(footballer);isaffiliatedto;fc_seoul;10.135375;1;16.380524;1;12.418534;4;3.9813299737250136;3.1898300647735596
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;fc_haka;jukka_koskinen_(footballer);isaffiliatedto;finland_national_football_team;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.27349;5;4.983809915713652;3.1904284954071045
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);hasgender;male;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);jukka_koskinen_(footballer);isaffiliatedto;fc_seoul;10.135375;1;16.380524;1;12.469761;5;4.980367916536077;3.2111408710479736
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;fc_haka;jukka_koskinen_(footballer);hasgender;male;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.443504;4;3.980866944949319;3.208956003189087
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;fc_haka;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);jukka_koskinen_(footballer);isaffiliatedto;fc_seoul;10.135375;1;16.380524;1;12.523161;5;4.979313342890247;3.189236640930176
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;reipas_lahti;jukka_koskinen_(footballer);isaffiliatedto;finland_national_football_team;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.280539;4;3.98369726204332;3.189509391784668
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;reipas_lahti;jukka_koskinen_(footballer);hasgender;male;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.468492;5;4.980392332216691;3.2124996185302734
