francisco_buyo;isaffiliatedto;spain_national_under-20_football_team;francisco_buyo;playsfor;spain_national_under-20_football_team;francisco_buyo;isaffiliatedto;spain_national_under-21_football_team;francisco_buyo;isaffiliatedto;spain_national_under-23_football_team;9.429634;1;16.56402;1;12.935366;9;8.974134881218271;3.393561840057373
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.381754;4;3.9216517615142554;3.410033941268921
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.3974;4;3.9205144889283368;3.41044282913208
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.352961;4;3.9237058422308877;3.4153218269348145
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.595276;4;3.9047782935877975;3.4118459224700928
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.561721;4;3.90763020831544;3.411083459854126
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.6381;4;3.901024331798384;3.411890983581543
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.553281;4;3.9083353690301537;3.4128966331481934
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.597811;4;3.904559679168354;3.410223960876465
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;9.754206;1;14.846758;1;12.5829315;4;3.905836515105394;3.4106452465057373
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.658815;4;3.899161506315699;3.4110331535339355
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vigevano_calcio;9.754206;1;14.846758;1;12.644734;4;3.9004310752874054;3.4113118648529053
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.708986;4;3.894520538417627;3.411867618560791
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.705051;4;3.8948912304940086;3.412018060684204
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.65961;4;3.899089454180227;3.411808729171753
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.655297;4;3.89948004552818;3.4112303256988525
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.804777;4;3.88513480615437;3.4113330841064453
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.709926;4;3.89443187275059;3.412217140197754
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.8506155;4;3.8803914580593615;3.4132237434387207
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.837328;4;3.881783610470379;3.411134719848633
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.841729;4;3.881324051586293;3.41156005859375
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;13.970419;4;3.7060629893663033;3.4098026752471924
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.050729;4;3.6891244250221;3.410978078842163
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;9.754206;1;14.846758;1;14.300205;4;3.633335412117534;3.4110071659088135
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.08835;4;3.6810079051467035;3.4107863903045654
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.286196;4;3.636582597214175;3.4110512733459473
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;14.441334;4;3.5999901623437953;3.41070556640625
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.260303;4;3.642551424611897;3.4103891849517822
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.213977;4;3.653119784306104;3.4107396602630615
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.316013;4;3.6296567502955157;3.410630226135254
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;14.4536705;4;3.5970257034268425;3.4098098278045654
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;9.754206;1;14.846758;1;14.448442;4;3.59828285679159;3.4107134342193604
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;14.456509;4;3.596342700278088;3.4089303016662598
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.382079;4;3.6141235204843998;3.410489797592163
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;9.754206;1;14.846758;1;14.498316;4;3.586239735891563;3.409813404083252
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;14.409182;4;3.6076813588193617;3.410487651824951
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;14.495611;4;3.5868956225478046;3.4092016220092773
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.391856;4;3.6118040218942786;3.410205602645874
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;14.49939;4;3.5859792389140317;3.4099693298339844
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.533833;4;3.5775991420645705;3.40962553024292
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.51675;4;3.5817612146264244;3.411346435546875
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;14.548644;4;3.5739813605362434;3.41310715675354
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.539848;4;3.576130741386237;3.412095546722412
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;14.5398;4;3.576142618792837;3.4112637042999268
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.313402;1;0.6260433578660458;3.1786563396453857
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;8.831107;1;9.828682;1;9.132651;1;0.6673071220376287;3.1788086891174316
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;8.831107;1;9.828682;1;8.932492;1;0.7101658537385821;3.179759979248047
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;hartlepool_united_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;8.831107;1;9.828682;1;9.041411;1;0.6872449636199955;3.1795668601989746
gary_strodder;hasgender;male;gary_strodder;isaffiliatedto;hartlepool_united_f.c.;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;8.831107;1;9.828682;1;9.217392;1;0.6482350073209646;3.1792333126068115
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.437308;1;0.5966133300187633;3.181896686553955
gary_strodder;hasgender;male;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;8.389658;1;0.8083034623384672;3.180896043777466
gary_strodder;hasgender;male;gary_strodder;playsfor;notts_county_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;playsfor;west_ham_united_f.c.;8.831107;1;9.828682;1;9.049369;1;0.6855320496803701;3.180891990661621
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;lincoln_city_f.c.;8.831107;1;9.828682;1;9.350803;1;0.6172468051223071;3.1828064918518066
gary_strodder;hasgender;male;gary_strodder;playsfor;west_bromwich_albion_f.c.;gary_strodder;playsfor;lincoln_city_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;8.831107;1;9.828682;1;9.2000265;1;0.6521845233798429;3.18062424659729
gary_strodder;hasgender;male;gary_strodder;playsfor;hartlepool_united_f.c.;gary_strodder;playsfor;rotherham_united_f.c.;gary_strodder;isaffiliatedto;west_ham_united_f.c.;8.831107;1;9.828682;1;9.295471;1;0.6302316576127868;3.1825509071350098
dražen_biškup;playsfor;nk_zagreb;dražen_biškup;isaffiliatedto;nk_zagreb;dražen_biškup;hasgender;male;dražen_biškup;playsfor;gnk_dinamo_zagreb;9.977351;1;17.383776;1;14.479456;5;4.94805956558459;3.2011537551879883
dražen_biškup;playsfor;nk_zagreb;dražen_biškup;isaffiliatedto;nk_zagreb;dražen_biškup;playsfor;gnk_dinamo_zagreb;dražen_biškup;isaffiliatedto;n.k._zagreb;9.977351;1;17.383776;1;12.627955;6;5.991471868386373;3.1807990074157715
andrey_paryvaew;playsfor;fc_dinamo_minsk;andrey_paryvaew;isaffiliatedto;fc_dinamo_minsk;andrey_paryvaew;playsfor;fc_avangard_kursk;andrey_paryvaew;playsfor;fc_shakhtyor_salihorsk;10.120898;1;16.427752;1;14.520449;6;5.870715834482958;3.388275146484375
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;a.s._livorno_calcio;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;16.549685;2;1.651094933839545;3.1817784309387207
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;playsfor;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;12.49308;3;2.9908104836934153;3.1818482875823975
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;playsfor;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;a.s._livorno_calcio;9.867697;1;17.17354;1;12.627077;3;2.989506631832422;3.182274103164673
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;playsfor;u.s._lecce;andrea_esposito;isaffiliatedto;a.s._livorno_calcio;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;12.64514;3;2.9893174154338964;3.1828174591064453
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;hasgender;male;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;16.46217;1;0.6707039124208968;3.202455520629883
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;a.s._livorno_calcio;andrea_esposito;hasgender;male;9.867697;1;17.17354;1;16.609407;2;1.637408224817546;3.201746702194214
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;isaffiliatedto;a.s._livorno_calcio;andrea_esposito;hasgender;male;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;16.551733;3;2.6506294332388616;3.2024292945861816
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;u.s._sambenedettese_1923;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;16.691538;4;3.6182205673093697;3.1812381744384766
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;bologna_f.c._1909;andrea_esposito;wasbornin;galatina;9.867697;1;17.17354;1;16.790829;1;0.594526895373523;3.1824264526367188
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;playsfor;a.s._livorno_calcio;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;16.934315;2;1.5595227493909392;3.1811788082122803
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;isaffiliatedto;bologna_f.c._1909;andrea_esposito;isaffiliatedto;u.s._latina_calcio;9.867697;1;17.17354;1;16.914429;1;0.5644178427946484;3.179917573928833
andrea_esposito;isaffiliatedto;u.s._lecce;andrea_esposito;isaffiliatedto;genoa_c.f.c.;andrea_esposito;playsfor;genoa_c.f.c.;andrea_esposito;isaffiliatedto;bologna_f.c._1909;9.867697;1;17.17354;1;16.814034;2;1.5889209922950953;3.182281255722046
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;10.043745;3;2.995362276434914;3.4415242671966553
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;the_wrong_guys;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.6321125;3;2.9776978081714565;3.4390926361083984
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;in_the_electric_mist;9.467832;1;15.412628;1;11.70117;2;1.9761412950240869;3.4400277137756348
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;bringing_out_the_dead;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.762547;2;1.974669312329516;3.4394490718841553
john_goodman;haswonprize;primetime_emmy_award;john_goodman;actedin;kronk's_new_groove;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.664392;2;1.976982989299894;3.4402875900268555
john_goodman;haswonprize;primetime_emmy_award;john_goodman;actedin;the_flintstones_(film);john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.650096;3;2.9773022958118354;3.4410629272460938
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;everybody's_all-american_(film);john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.735861;3;2.975319877864015;3.4405226707458496
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;o_brother_where_art_thou?;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.752406;2;1.9749184681716387;3.439422130584717
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;stella_(1990_film);9.467832;1;15.412628;1;11.693494;3;2.9763194159828865;3.4385135173797607
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;confessions_of_a_shopaholic_(film);john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.816435;2;1.973304275055329;3.439784049987793
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;actedin;the_wrong_guys;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.368345;3;2.982779477425666;3.420944929122925
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;always_(1989_film);9.467832;1;15.412628;1;11.871768;2;1.97182827156173;3.439547061920166
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;haswonprize;emmy_award;john_goodman;actedin;in_the_electric_mist;9.467832;1;15.412628;1;11.461538;3;2.9811292270238265;3.4191975593566895
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;john_goodman;actedin;speed_racer_(film);9.467832;1;15.412628;1;11.830129;2;1.9729461524194047;3.4381422996520996
john_goodman;haswonprize;primetime_emmy_award;john_goodman;wasbornin;st._louis;john_goodman;hasgender;male;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.946946;2;1.9696953866096947;3.439587116241455
john_goodman;haswonprize;primetime_emmy_award;john_goodman;hasgender;male;john_goodman;actedin;the_jungle_book_2;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.9136715;2;1.9706580690658373;3.4408135414123535
john_goodman;haswonprize;primetime_emmy_award;john_goodman;haswonprize;golden_globe_award;john_goodman;actedin;bringing_out_the_dead;john_goodman;haswonprize;emmy_award;9.467832;1;15.412628;1;11.412804;3;2.9820106903933965;3.4212751388549805
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;finland_national_football_team;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.434328;3;2.981038397792659;3.1922593116760254
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);hasgender;male;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.645051;3;2.9766942303129733;3.2131776809692383
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);jukka_koskinen_(footballer);isaffiliatedto;fc_seoul;10.135375;1;16.380524;1;12.581182;5;4.978104645129299;3.1932146549224854
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;fc_haka;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.582534;4;3.9780756653920673;3.1929304599761963
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;reipas_lahti;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.584455;5;4.978034440714796;3.192803382873535
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);wasbornin;lahti;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.715133;4;3.975044551004416;3.2000174522399902
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;fc_lahti;jukka_koskinen_(footballer);isaffiliatedto;willem_ii_(football_club);10.135375;1;16.380524;1;12.535713;5;4.979057514325636;3.1915576457977295
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);hasgender;male;jukka_koskinen_(footballer);isaffiliatedto;finland_national_football_team;10.135375;1;16.380524;1;12.624545;2;1.9771564637008028;3.2145915031433105
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;finland_national_football_team;jukka_koskinen_(footballer);isaffiliatedto;fc_seoul;10.135375;1;16.380524;1;12.694358;3;2.975545100543348;3.1923465728759766
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);isaffiliatedto;fc_haka;jukka_koskinen_(footballer);isaffiliatedto;finland_national_football_team;10.135375;1;16.380524;1;12.663505;3;2.976270462500811;3.1935579776763916
jukka_koskinen_(footballer);isaffiliatedto;mypa;jukka_koskinen_(footballer);playsfor;mypa;jukka_koskinen_(footballer);hasgender;male;jukka_koskinen_(footballer);isaffiliatedto;fc_seoul;10.135375;1;16.380524;1;12.756249;3;2.974024287032246;3.214721202850342
